user_id,order_date,order_amount,days,order_num,amount_acc,rfm
204,2017-06-23,7427,44,10,49981,ランクB
204,2017-09-22,7633,91,11,57614,ランクC
204,2017-11-08,2554,47,12,60168,ランクB
205,2016-07-12,1001,0,1,1001,ランクD
205,2016-09-09,2402,59,2,3403,ランクD
205,2017-05-08,2025,241,3,5428,ランクD
205,2017-09-29,3263,144,4,8691,ランクD
205,2017-10-05,721,6,5,9412,ランクD
205,2017-11-17,110,43,6,9522,ランクD
206,2016-07-22,366,0,1,366,ランクD
206,2016-08-25,6726,34,2,7092,ランクD
206,2016-09-28,8877,34,3,15969,ランクC
206,2016-12-13,2910,76,4,18879,ランクC
206,2017-01-31,164,49,5,19043,ランクC
206,2017-03-27,553,55,6,19596,ランクC
206,2017-04-02,2939,6,7,22535,ランクC
206,2017-06-22,9948,81,8,32483,ランクC
206,2017-06-29,2176,7,9,34659,ランクB
206,2017-07-24,2512,25,10,37171,ランクB
206,2017-09-15,8141,53,11,45312,ランクB
207,2016-07-23,9349,0,1,9349,ランクD
207,2016-08-21,5317,29,2,14666,ランクD
207,2017-01-01,6349,133,3,21015,ランクD
207,2017-01-28,7043,27,4,28058,ランクC
207,2017-03-07,2065,38,5,30123,ランクB
207,2017-04-05,8111,29,6,38234,ランクB
207,2017-05-04,6134,29,7,44368,ランクB
207,2017-06-27,4181,54,8,48549,ランクB
207,2017-06-30,6241,3,9,54790,ランクA
207,2017-09-07,4377,69,10,59167,ランクC
207,2017-11-18,385,72,11,59552,ランクC
208,2016-07-16,2358,0,1,2358,ランクD
208,2016-07-22,6426,6,2,8784,ランクD
208,2016-08-09,7503,18,3,16287,ランクC
208,2016-09-12,6768,34,4,23055,ランクC
208,2016-11-09,6954,58,5,30009,ランクB
208,2016-11-14,9125,5,6,39134,ランクB
208,2017-02-03,4328,81,7,43462,ランクC
208,2017-02-10,5493,7,8,48955,ランクB
208,2017-05-27,6153,106,9,55108,ランクC
208,2017-06-17,5392,21,10,60500,ランクA
208,2017-07-26,6630,39,11,67130,ランクB
208,2017-09-09,73,45,12,67203,ランクB
208,2017-09-19,9540,10,13,76743,ランクA
209,2016-09-01,9275,0,1,9275,ランクD
209,2016-11-02,5309,62,2,14584,ランクD
209,2017-06-02,9883,212,3,24467,ランクD
209,2017-09-25,2002,115,4,26469,ランクC
209,2017-10-30,655,35,5,35015,ランクB
209,2017-10-30,7891,0,6,35015,ランクB
209,2017-11-13,7277,14,7,42292,ランクB
210,2016-08-07,9475,0,1,9475,ランクD
210,2016-09-12,2411,36,2,11886,ランクD
210,2016-10-27,6940,45,3,18826,ランクC
210,2016-12-06,2114,40,4,20940,ランクC
210,2017-03-05,8373,89,5,29313,ランクC
210,2017-04-04,9161,30,6,38474,ランクB
210,2017-04-17,7127,13,7,45601,ランクB
210,2017-05-10,9008,23,8,54609,ランクA
210,2017-05-25,3736,15,9,58345,ランクA
210,2017-05-31,7564,6,10,65909,ランクA
210,2017-06-18,8223,18,11,74132,ランクA
210,2017-07-06,3648,18,12,77780,ランクA
210,2017-07-09,9270,3,13,87050,ランクA
210,2017-10-11,5912,94,14,92962,ランクC
211,2016-08-09,1535,0,1,1535,ランクD
211,2016-11-08,9828,91,2,11363,ランクD
211,2017-04-09,3525,152,3,14888,ランクD
211,2017-04-11,975,2,4,15863,ランクC
211,2017-05-26,6216,45,5,22079,ランクC
211,2017-06-23,8496,28,6,30575,ランクB
211,2017-08-11,1177,49,7,31752,ランクB
212,2016-07-24,3889,0,1,3889,ランクD
212,2016-11-27,7589,126,2,11478,ランクD
212,2016-12-02,9505,5,3,20983,ランクC
212,2017-01-03,728,32,4,21711,ランクC
212,2017-02-20,2244,48,5,23955,ランクC
212,2017-03-28,7738,36,6,31693,ランクB
212,2017-04-13,2904,16,7,34597,ランクB
212,2017-04-22,8506,9,8,43103,ランクB
212,2017-06-21,4837,60,9,47940,ランクB
212,2017-10-10,3756,111,10,51696,ランクC
212,2017-10-14,2159,4,11,53855,ランクA
213,2016-08-13,6279,0,1,6279,ランクD
213,2016-08-20,1614,7,2,7893,ランクD
213,2016-08-26,1830,6,3,9723,ランクD
213,2016-11-16,9673,82,4,19396,ランクC
213,2016-12-11,4976,25,5,24372,ランクC
213,2017-02-28,9215,79,6,33587,ランクC
213,2017-05-08,8939,69,7,42526,ランクC
213,2017-07-20,8700,73,8,51226,ランクC
213,2017-08-16,5577,27,9,56803,ランクA
213,2017-10-06,2092,51,10,58895,ランクB
213,2017-10-22,2862,16,11,61757,ランクA
213,2017-11-01,9916,10,12,71673,ランクA
213,2017-11-14,3510,13,13,75183,ランクA
214,2016-07-29,7677,0,1,7677,ランクD
214,2017-01-21,5831,176,2,13508,ランクD
214,2017-02-12,3772,22,3,17280,ランクC
214,2017-03-07,9403,23,4,26683,ランクC
214,2017-04-19,568,43,5,27251,ランクC
214,2017-06-13,2108,55,6,29359,ランクC
214,2017-07-16,1299,33,7,30658,ランクB
214,2017-07-19,6470,3,8,37128,ランクB
214,2017-07-22,2166,3,9,39294,ランクB
214,2017-07-28,7644,6,10,46938,ランクB
214,2017-08-23,3241,26,11,50179,ランクA
214,2017-09-05,2231,13,12,52410,ランクA
214,2017-09-08,1806,3,13,54216,ランクA
214,2017-09-18,4317,10,14,58533,ランクA
215,2016-08-30,7814,0,1,7814,ランクD
215,2016-09-13,152,14,2,7966,ランクD
215,2016-10-22,6029,39,3,13995,ランクC
215,2016-11-21,7563,30,4,21558,ランクC
215,2016-11-23,7156,2,5,28714,ランクC
215,2016-11-26,2815,3,6,31529,ランクB
215,2016-12-13,5756,17,7,37285,ランクB
215,2016-12-21,8454,8,8,45739,ランクB
215,2017-01-27,2818,37,9,48557,ランクB
215,2017-10-17,7669,263,10,56226,ランクD
215,2017-11-04,7859,18,11,64085,ランクA
215,2017-11-10,1918,6,12,66003,ランクA
215,2017-11-17,1435,7,13,67438,ランクA
216,2016-07-11,1461,0,1,1461,ランクD
216,2016-07-25,475,14,2,1936,ランクD
216,2016-07-30,3667,5,3,5603,ランクD
216,2016-08-20,7782,21,4,13385,ランクC
216,2016-11-15,8229,87,5,21614,ランクC
216,2017-01-20,4031,66,6,25645,ランクC
216,2017-02-04,6370,15,7,32015,ランクB
216,2017-03-26,2866,50,8,34881,ランクB
216,2017-05-16,3577,51,9,38458,ランクB
216,2017-06-05,4521,20,10,42979,ランクB
216,2017-07-21,3797,46,11,46776,ランクB
216,2017-10-04,8039,75,12,54815,ランクC
216,2017-10-26,1573,22,13,56388,ランクA
216,2017-10-27,7300,1,14,63688,ランクA
216,2017-11-07,7201,11,15,70889,ランクA
216,2017-11-10,7945,3,16,78834,ランクA
217,2016-08-03,3715,0,1,3715,ランクD
217,2016-10-17,3947,75,2,7662,ランクD
217,2016-12-01,2921,45,3,10583,ランクC
217,2017-03-10,9742,99,4,20325,ランクC
217,2017-05-04,1405,55,5,21730,ランクC
217,2017-06-12,8424,39,6,30154,ランクB
217,2017-10-30,8437,140,7,38591,ランクD
218,2016-08-07,4629,0,1,4629,ランクD
218,2016-10-05,3902,59,2,8531,ランクD
218,2016-10-16,4667,11,3,13198,ランクC
218,2016-11-05,497,20,4,13695,ランクC
218,2016-11-19,6672,14,5,20367,ランクC
218,2016-11-30,2515,11,6,22882,ランクC
218,2017-01-31,4117,62,7,26999,ランクC
218,2017-05-06,5733,95,8,32732,ランクC
218,2017-06-18,99,43,9,32831,ランクB
218,2017-10-09,8956,113,10,41787,ランクC
219,2016-11-01,2212,0,1,2212,ランクD
219,2017-01-24,5543,84,2,7755,ランクD
219,2017-04-28,8346,94,3,16101,ランクC
219,2017-07-09,8023,72,4,24124,ランクC
219,2017-07-27,2353,18,5,26477,ランクC
220,2016-09-04,933,0,1,933,ランクD
220,2016-09-09,8722,5,2,9655,ランクD
220,2016-11-23,915,75,3,10570,ランクC
220,2017-01-12,2229,50,4,12799,ランクC
220,2017-03-05,8964,52,5,21763,ランクC
220,2017-03-15,711,10,6,22474,ランクC
220,2017-04-26,4580,42,7,27054,ランクC
220,2017-05-04,2792,8,8,29846,ランクC
220,2017-05-29,6947,25,9,36793,ランクB
220,2017-06-26,9489,28,10,46282,ランクB
220,2017-07-16,2523,20,11,48805,ランクB
221,2016-09-17,6917,0,1,6917,ランクD
221,2016-10-14,2679,27,2,9596,ランクD
221,2016-11-22,3531,39,3,13127,ランクC
221,2017-01-01,5718,40,4,18845,ランクC
221,2017-01-23,1599,22,5,20444,ランクC
221,2017-03-26,9880,62,6,30324,ランクC
221,2017-04-27,5384,32,7,35708,ランクB
221,2017-05-22,4834,25,8,40542,ランクB
221,2017-08-07,580,77,9,41122,ランクC
221,2017-09-27,743,51,10,41865,ランクB
221,2017-09-29,3728,2,11,45593,ランクB
222,2016-09-13,4387,0,1,4387,ランクD
222,2016-09-25,508,12,2,4895,ランクD
222,2016-11-11,4672,47,3,9567,ランクD
222,2017-01-07,9443,57,4,19010,ランクC
222,2017-02-02,6504,26,5,25514,ランクC
222,2017-02-04,3625,2,6,29139,ランクC
222,2017-08-04,8963,181,7,38102,ランクD
222,2017-08-15,8688,11,8,46790,ランクB
222,2017-09-10,8590,26,9,55380,ランクA
222,2017-10-13,2497,33,10,57877,ランクB
223,2016-09-13,8129,0,1,8129,ランクD
223,2016-09-24,148,11,2,8277,ランクD
223,2016-09-26,2412,2,3,14881,ランクC
223,2016-09-26,4192,0,4,14881,ランクC
223,2017-01-08,7262,104,5,22143,ランクC
223,2017-02-05,9022,28,6,31165,ランクB
223,2017-04-05,2699,59,7,33864,ランクB
223,2017-04-16,428,11,8,34292,ランクB
223,2017-05-16,2900,30,9,37192,ランクB
223,2017-06-06,3090,21,10,40282,ランクB
223,2017-08-28,1328,83,11,41610,ランクC
223,2017-09-03,1401,6,12,43011,ランクB
223,2017-11-16,6812,74,13,59116,ランクC
223,2017-11-16,9293,0,14,59116,ランクA
224,2016-11-29,2587,0,1,2587,ランクD
224,2017-01-01,7815,33,2,10402,ランクD
224,2017-03-25,159,83,3,10561,ランクC
224,2017-03-27,367,2,4,10928,ランクC
224,2017-05-19,9361,53,5,20289,ランクC
224,2017-06-06,2400,18,6,22689,ランクC
224,2017-06-20,3086,14,7,25775,ランクC
224,2017-07-21,7813,31,8,33588,ランクB
224,2017-08-23,2947,33,9,36535,ランクB
224,2017-09-13,3061,21,10,39596,ランクB
224,2017-11-18,6919,66,11,46515,ランクC
225,2016-07-25,3389,0,1,3389,ランクD
225,2016-07-28,5574,3,2,8963,ランクD
225,2016-10-24,7667,88,3,16630,ランクC
225,2017-03-09,3204,136,4,19834,ランクD
225,2017-03-17,1659,8,5,21493,ランクC
225,2017-04-19,1237,33,6,22730,ランクC
225,2017-06-09,8848,51,7,31578,ランクB
225,2017-07-11,2238,32,8,33816,ランクB
225,2017-09-05,2782,56,9,36598,ランクB
225,2017-11-05,2923,61,10,39521,ランクC
226,2016-08-28,9313,0,1,9313,ランクD
226,2016-09-05,2126,8,2,11439,ランクD
226,2016-09-10,7346,5,3,18785,ランクC
226,2016-09-16,2207,6,4,20992,ランクC
226,2016-09-29,6040,13,5,27032,ランクC
226,2016-10-04,7118,5,6,34150,ランクB
226,2017-02-12,1721,131,7,35871,ランクD
226,2017-09-28,6235,228,8,42106,ランクD
226,2017-11-09,9751,42,9,51857,ランクB
227,2016-07-25,6956,0,1,6956,ランクD
227,2016-08-17,2874,23,2,9830,ランクD
227,2016-08-25,8616,8,3,18446,ランクC
227,2016-08-30,8063,5,4,26509,ランクC
227,2016-09-03,4583,4,5,34452,ランクB
227,2016-09-03,3360,0,6,34452,ランクB
227,2016-10-19,1066,46,7,35518,ランクB
227,2016-11-20,6395,32,8,41913,ランクB
227,2016-12-22,4401,32,9,46314,ランクB
227,2017-02-12,2100,52,10,48414,ランクB
227,2017-02-22,1862,10,11,50276,ランクA
227,2017-06-15,4001,113,12,54277,ランクC
227,2017-07-27,8809,42,13,63086,ランクB
227,2017-07-30,9580,3,14,72666,ランクA
227,2017-08-02,7159,3,15,79825,ランクA
227,2017-09-21,4042,50,16,83867,ランクB
228,2017-02-23,8405,0,1,8405,ランクD
228,2017-02-26,9943,3,2,18348,ランクD
228,2017-06-06,3603,100,3,21951,ランクC
228,2017-06-24,5141,18,4,27092,ランクC
228,2017-07-22,1648,28,5,28740,ランクC
228,2017-09-09,4993,49,6,33733,ランクB
228,2017-09-12,1965,3,7,35698,ランクB
228,2017-10-01,4443,19,8,40141,ランクB
229,2016-09-20,3764,0,1,3764,ランクD
229,2016-10-10,6679,20,2,10443,ランクD
229,2016-10-11,4961,1,3,15404,ランクC
229,2016-12-17,3955,67,4,19359,ランクC
229,2017-05-23,9380,157,5,28739,ランクD
229,2017-06-08,1911,16,6,30650,ランクB
230,2016-09-25,1799,0,1,1799,ランクD
230,2016-11-11,9871,47,2,11670,ランクD
230,2017-01-19,5773,69,3,17443,ランクC
230,2017-04-03,1701,74,4,19144,ランクC
230,2017-04-10,9672,7,5,28816,ランクC
230,2017-06-22,3977,73,6,32793,ランクC
230,2017-10-23,5766,123,7,38559,ランクD
231,2016-08-06,1417,0,1,1417,ランクD
231,2016-12-22,8878,138,2,10295,ランクD
231,2017-04-04,6970,103,3,17265,ランクC
231,2017-05-26,2857,52,4,20122,ランクC
231,2017-07-25,8805,60,5,28927,ランクC
231,2017-09-13,6641,50,6,35568,ランクB
232,2016-09-18,2225,0,1,2225,ランクD
232,2016-12-02,6208,75,2,8433,ランクD
232,2017-06-25,8220,205,3,16653,ランクD
233,2016-07-30,9276,0,1,9276,ランクD
233,2016-07-31,5714,1,2,14990,ランクD
233,2016-08-16,6728,16,3,21718,ランクC
233,2016-10-04,6014,49,4,27732,ランクC
233,2017-02-24,5706,143,5,33438,ランクD
233,2017-04-15,8785,50,6,48225,ランクB
233,2017-04-15,6002,0,7,48225,ランクB
233,2017-08-11,8852,118,8,57077,ランクC
233,2017-10-09,8646,59,9,65723,ランクB
234,2016-07-27,1185,0,1,1185,ランクD
234,2016-08-06,8108,10,2,9293,ランクD
234,2016-10-07,1456,62,3,10749,ランクC
234,2016-10-18,448,11,4,11197,ランクC
234,2016-11-08,3888,21,5,15085,ランクC
234,2016-12-10,8701,32,6,23786,ランクC
234,2017-05-05,7568,146,7,31354,ランクD
234,2017-05-25,591,20,8,31945,ランクB
234,2017-06-29,3157,35,9,35102,ランクB
234,2017-08-13,1343,45,10,36445,ランクB
234,2017-09-05,2125,23,11,38570,ランクB
234,2017-09-21,4934,16,12,43504,ランクB
234,2017-11-04,4490,44,13,47994,ランクB
235,2016-07-15,4709,0,1,4709,ランクD
235,2016-07-24,8286,9,2,12995,ランクD
235,2016-09-18,6013,56,3,19008,ランクC
235,2016-12-24,4595,97,4,23603,ランクC
235,2017-02-24,419,62,5,24022,ランクC
235,2017-08-17,2955,174,6,26977,ランクD
235,2017-10-15,9249,59,7,36226,ランクB
236,2016-07-18,4815,0,1,4815,ランクD
236,2017-02-19,252,216,2,5067,ランクD
236,2017-02-20,461,1,3,5528,ランクD
236,2017-05-22,8041,91,4,13569,ランクC
236,2017-07-17,9895,56,5,23464,ランクC
236,2017-10-17,281,92,6,23745,ランクC
236,2017-11-17,6403,31,7,30148,ランクB
237,2016-07-15,8001,0,1,8001,ランクD
237,2017-01-23,9980,192,2,17981,ランクD
237,2017-02-28,1020,36,3,19001,ランクC
237,2017-04-04,5757,35,4,24758,ランクC
237,2017-04-05,2125,1,5,26883,ランクC
237,2017-04-22,4130,17,6,31013,ランクB
237,2017-06-15,5828,54,7,36841,ランクB
237,2017-07-09,9422,24,8,46263,ランクB
237,2017-11-01,5667,115,9,51930,ランクC
238,2016-08-02,5642,0,1,5642,ランクD
238,2016-09-11,7424,40,2,13066,ランクD
238,2016-10-30,2706,49,3,15772,ランクC
238,2016-12-29,2202,60,4,17974,ランクC
238,2017-01-01,1250,3,5,19224,ランクC
238,2017-01-08,7247,7,6,26471,ランクC
238,2017-02-22,9876,45,7,36347,ランクB
238,2017-05-04,3243,71,8,39590,ランクC
238,2017-05-08,2017,4,9,41607,ランクB
238,2017-05-10,8876,2,10,50483,ランクA
238,2017-05-20,2170,10,11,52653,ランクA
238,2017-06-26,5139,37,12,57792,ランクB
238,2017-07-09,4453,13,13,62245,ランクA
238,2017-09-24,3620,77,14,65865,ランクC
238,2017-10-05,2334,11,15,68199,ランクA
239,2016-11-07,5064,0,1,5064,ランクD
239,2017-05-16,3789,190,2,8853,ランクD
239,2017-06-21,7040,36,3,15893,ランクC
239,2017-08-05,2707,45,4,18600,ランクC
239,2017-08-25,1596,20,5,20196,ランクC
239,2017-09-20,7726,26,6,27922,ランクC
240,2016-09-25,8581,0,1,8581,ランクD
240,2016-10-01,3367,6,2,11948,ランクD
240,2016-10-03,7702,2,3,19650,ランクC
240,2016-11-21,7940,49,4,27590,ランクC
240,2017-01-26,7850,66,5,35440,ランクC
240,2017-03-08,9527,41,6,44967,ランクB
240,2017-03-12,5988,4,7,50955,ランクA
240,2017-07-01,446,111,8,51401,ランクC
240,2017-09-10,2125,71,9,53526,ランクC
240,2017-11-02,3423,53,10,56949,ランクB
240,2017-11-12,5940,10,11,62889,ランクA
241,2016-10-13,8612,0,1,8612,ランクD
241,2016-11-23,9099,41,2,17711,ランクD
241,2017-04-04,7046,132,3,24757,ランクD
241,2017-08-22,8512,140,4,33269,ランクD
241,2017-10-03,4227,42,5,37496,ランクB
241,2017-11-03,2417,31,6,39913,ランクB
242,2016-07-31,1325,0,1,1325,ランクD
242,2016-08-21,6740,21,2,8065,ランクD
242,2017-02-28,7274,191,3,15339,ランクD
242,2017-04-06,1285,37,4,16624,ランクC
242,2017-05-13,188,37,5,16812,ランクC
242,2017-06-17,7875,35,6,24687,ランクC
242,2017-09-16,6656,91,7,31343,ランクC
243,2016-07-09,6841,0,1,6841,ランクD
243,2017-01-06,4595,181,2,11436,ランクD
243,2017-02-01,4771,26,3,16207,ランクC
243,2017-04-11,9230,69,4,25437,ランクC
243,2017-08-09,3057,120,5,28494,ランクC
243,2017-10-09,6105,61,6,34599,ランクC
244,2016-08-30,6099,0,1,6099,ランクD
244,2016-10-10,8509,41,2,14608,ランクD
244,2016-11-13,3598,34,3,18206,ランクC
244,2016-11-27,4105,14,4,22311,ランクC
244,2017-02-26,1147,91,5,23458,ランクC
244,2017-05-29,2057,92,6,25515,ランクC
244,2017-10-03,5138,127,7,30653,ランクD
245,2016-09-27,9038,0,1,9038,ランクD
245,2016-12-13,2515,77,2,11553,ランクD
245,2016-12-24,2527,11,3,14080,ランクC
245,2017-02-16,5251,54,4,19331,ランクC
245,2017-03-11,8651,23,5,27982,ランクC
245,2017-06-27,1815,108,6,29797,ランクC
245,2017-07-26,1267,29,7,31064,ランクB
245,2017-08-22,9073,27,8,40137,ランクB
246,2016-07-21,532,0,1,532,ランクD
246,2016-09-14,4923,55,2,5455,ランクD
246,2016-09-15,4932,1,3,10387,ランクC
246,2017-04-25,7650,222,4,18037,ランクD
246,2017-07-14,598,80,5,18635,ランクC
246,2017-08-07,8792,24,6,27427,ランクC
247,2016-08-10,1978,0,1,1978,ランクD
247,2016-08-13,2279,3,2,4257,ランクD
247,2016-08-23,1334,10,3,5591,ランクD
247,2016-10-09,7210,47,4,12801,ランクC
247,2016-10-14,8999,5,5,21800,ランクC
247,2016-10-21,651,7,6,22451,ランクC
247,2017-05-03,9986,194,7,32437,ランクD
247,2017-08-10,5090,99,8,37527,ランクC
248,2017-01-01,8662,0,1,8662,ランクD
248,2017-01-21,1302,20,2,9964,ランクD
248,2017-01-29,1675,8,3,11639,ランクC
248,2017-04-25,8270,86,4,19909,ランクC
248,2017-05-10,6109,15,5,26018,ランクC
248,2017-06-10,1271,31,6,27289,ランクC
248,2017-06-12,8368,2,7,35657,ランクB
248,2017-08-08,4978,57,8,40635,ランクB
248,2017-09-23,1082,46,9,41717,ランクB
249,2016-08-14,1674,0,1,1674,ランクD
249,2016-08-26,1649,12,2,3323,ランクD
249,2016-11-16,6613,82,3,9936,ランクD
249,2016-11-23,7504,7,4,17440,ランクC
249,2017-02-14,4480,83,5,21920,ランクC
249,2017-02-20,5378,6,6,27298,ランクC
249,2017-06-18,6399,118,7,33697,ランクC
249,2017-10-19,1983,123,8,35680,ランクD
250,2016-08-20,9535,0,1,9535,ランクD
250,2016-09-30,3114,41,2,12649,ランクD
250,2016-11-15,3230,46,3,15879,ランクC
250,2016-12-07,6062,22,4,21941,ランクC
250,2017-02-01,2769,56,5,24710,ランクC
250,2017-02-23,6587,22,6,31297,ランクB
250,2017-04-14,9721,50,7,41018,ランクB
250,2017-05-08,380,24,8,41398,ランクB
250,2017-05-15,3170,7,9,44568,ランクB
250,2017-05-31,3114,16,10,47682,ランクB
250,2017-06-26,9388,26,11,57070,ランクA
250,2017-09-29,946,95,12,58016,ランクC
250,2017-11-20,529,52,13,58545,ランクB
251,2016-09-03,3281,0,1,3281,ランクD
251,2016-10-17,8033,44,2,11314,ランクD
251,2017-01-03,1257,78,3,12571,ランクC
251,2017-03-24,8448,80,4,21019,ランクC
251,2017-05-01,774,38,5,21793,ランクC
251,2017-08-26,1123,117,6,22916,ランクC
252,2016-07-26,8479,0,1,8479,ランクD
252,2016-08-28,6620,33,2,15099,ランクD
252,2016-09-24,2359,27,3,17458,ランクC
252,2016-11-21,4891,58,4,22349,ランクC
252,2016-11-22,4667,1,5,27016,ランクC
252,2016-12-06,6263,14,6,33279,ランクB
252,2016-12-15,7908,9,7,41187,ランクB
252,2016-12-18,3152,3,8,44339,ランクB
252,2016-12-20,8656,2,9,52995,ランクA
252,2017-01-15,3088,26,10,56083,ランクA
252,2017-03-31,9191,75,11,65274,ランクC
252,2017-05-22,3417,52,12,68691,ランクB
252,2017-09-10,838,111,13,69529,ランクC
252,2017-10-29,6045,49,14,75574,ランクB
253,2016-07-21,5630,0,1,5630,ランクD
253,2016-08-03,2925,13,2,8555,ランクD
253,2016-08-28,5920,25,3,14475,ランクC
253,2016-09-10,3969,13,4,18444,ランクC
253,2016-09-28,704,18,5,19148,ランクC
253,2016-10-20,9823,22,6,28971,ランクC
253,2016-12-09,1341,50,7,30312,ランクB
253,2016-12-21,8414,12,8,38726,ランクB
253,2017-01-13,7132,23,9,45858,ランクB
253,2017-02-04,7883,22,10,53741,ランクA
253,2017-03-28,9937,52,11,63678,ランクB
253,2017-04-10,4690,13,12,68368,ランクA
253,2017-04-18,7584,8,13,75952,ランクA
253,2017-06-29,8475,72,14,84427,ランクC
253,2017-07-06,4317,7,15,88744,ランクA
253,2017-09-10,939,66,16,89683,ランクC
253,2017-11-04,9631,55,17,99314,ランクB
254,2016-07-31,2083,0,1,2083,ランクD
254,2016-09-02,9087,33,2,11170,ランクD
254,2016-09-03,5755,1,3,16925,ランクC
254,2016-11-05,9525,63,4,26450,ランクC
254,2016-11-09,7011,4,5,33461,ランクB
254,2017-03-12,6546,123,6,40007,ランクD
254,2017-03-28,4315,16,7,44322,ランクB
254,2017-04-23,7149,26,8,51471,ランクA
254,2017-05-14,8461,21,9,59932,ランクA
254,2017-08-04,9237,82,10,69169,ランクC
254,2017-10-14,1831,71,11,71000,ランクC
254,2017-10-20,5204,6,12,76204,ランクA
255,2016-09-05,2390,0,1,2390,ランクD
255,2017-01-27,7547,144,2,9937,ランクD
255,2017-03-23,7225,55,3,17162,ランクC
255,2017-04-04,2951,12,4,20113,ランクC
255,2017-04-20,5634,16,5,25747,ランクC
256,2016-08-24,1872,0,1,1872,ランクD
256,2016-09-07,7722,14,2,9594,ランクD
256,2016-10-02,6463,25,3,16057,ランクC
256,2017-02-24,6288,145,4,22345,ランクD
256,2017-05-10,9345,75,5,31690,ランクC
256,2017-06-04,2642,25,6,34332,ランクB
256,2017-11-01,4795,150,7,39127,ランクD
257,2016-10-10,2435,0,1,2435,ランクD
257,2016-10-22,4271,12,2,6706,ランクD
257,2016-10-24,7768,2,3,14474,ランクC
257,2017-01-21,8204,89,4,22678,ランクC
257,2017-03-10,4734,48,5,27412,ランクC
257,2017-03-28,9211,18,6,36623,ランクB
257,2017-04-28,2202,31,7,38825,ランクB
257,2017-05-05,81,7,8,38906,ランクB
257,2017-05-27,5329,22,9,44235,ランクB
257,2017-07-15,6917,49,10,51152,ランクB
257,2017-08-29,299,45,11,51451,ランクB
257,2017-09-16,3168,18,12,54619,ランクA
257,2017-09-18,1228,2,13,55847,ランクA
257,2017-10-29,7727,41,14,63574,ランクB
258,2016-09-18,2761,0,1,2761,ランクD
258,2016-10-14,5147,26,2,7908,ランクD
258,2017-01-08,8090,86,3,15998,ランクC
258,2017-01-28,9775,20,4,25773,ランクC
258,2017-05-11,421,103,5,26194,ランクC
258,2017-06-18,685,38,6,26879,ランクC
258,2017-07-20,1755,32,7,28634,ランクC
258,2017-07-29,1371,9,8,30005,ランクB
258,2017-08-06,8112,8,9,38117,ランクB
258,2017-09-01,3751,26,10,41868,ランクB
258,2017-10-05,3677,34,11,45545,ランクB
258,2017-11-19,6739,45,12,52284,ランクB
259,2016-08-02,3436,0,1,3436,ランクD
259,2016-09-13,438,42,2,3874,ランクD
259,2016-09-23,1084,10,3,4958,ランクD
259,2016-11-12,2013,50,4,6971,ランクD
259,2016-11-28,719,16,5,7690,ランクD
259,2016-11-30,3444,2,6,11134,ランクC
259,2017-03-27,1788,117,7,12922,ランクC
259,2017-04-04,6048,8,8,18970,ランクC
259,2017-06-24,3117,81,9,22087,ランクC
259,2017-10-20,990,118,10,23077,ランクC
260,2016-07-15,3240,0,1,3240,ランクD
260,2016-07-26,9014,11,2,12254,ランクD
260,2016-08-18,4090,23,3,16344,ランクC
260,2016-12-01,311,105,4,16655,ランクC
260,2017-01-31,2346,61,5,19001,ランクC
260,2017-02-08,8369,8,6,27370,ランクC
260,2017-04-14,7870,65,7,35240,ランクC
260,2017-10-10,1020,179,8,36260,ランクD
261,2016-07-29,8833,0,1,8833,ランクD
261,2017-03-10,8192,224,2,17025,ランクD
261,2017-03-26,5349,16,3,22374,ランクC
261,2017-05-21,420,56,4,29782,ランクC
261,2017-05-21,6988,0,5,29782,ランクC
261,2017-06-09,3569,19,6,33351,ランクB
261,2017-09-23,4741,106,7,38092,ランクC
261,2017-09-27,9015,4,8,47107,ランクB
261,2017-11-20,6503,54,9,53610,ランクB
262,2016-10-24,4105,0,1,4105,ランクD
262,2016-12-08,4404,45,2,8509,ランクD
262,2017-01-01,5104,24,3,13613,ランクC
262,2017-01-16,6188,15,4,19801,ランクC
262,2017-02-20,3732,35,5,23533,ランクC
262,2017-02-21,7050,1,6,34009,ランクB
262,2017-02-21,3426,0,7,34009,ランクB
262,2017-03-22,6592,29,8,40601,ランクB
262,2017-05-15,9889,54,9,50490,ランクB
262,2017-05-28,2814,13,10,53304,ランクA
262,2017-06-20,6697,23,11,60001,ランクA
262,2017-08-27,9870,68,12,69871,ランクC
262,2017-10-10,1229,44,13,71100,ランクB
262,2017-10-29,5943,19,14,77043,ランクA
263,2016-09-23,1121,0,1,1121,ランクD
263,2017-01-22,6683,121,2,7804,ランクD
263,2017-04-04,7064,72,3,14868,ランクC
263,2017-04-25,2946,21,4,17814,ランクC
264,2016-08-28,7213,0,1,7213,ランクD
264,2017-04-30,6555,245,2,13768,ランクD
264,2017-05-15,3805,15,3,17573,ランクC
264,2017-06-06,6564,22,4,24137,ランクC
264,2017-06-10,8116,4,5,32253,ランクB
264,2017-09-27,9439,109,6,41692,ランクC
265,2016-08-08,1257,0,1,1257,ランクD
265,2017-03-04,725,208,2,1982,ランクD
265,2017-05-05,9779,62,3,11761,ランクC
265,2017-05-30,9821,25,4,21582,ランクC
265,2017-06-03,5981,4,5,27563,ランクC
265,2017-06-20,285,17,6,27848,ランクC
265,2017-07-23,6280,33,7,34128,ランクB
265,2017-08-04,5222,12,8,39350,ランクB
